Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
JCAL,Journal of Computer Assisted Learning,O-Proprietary Owned,3200.0,2133.0,2667.0,3200,2133.0,2667,0.0,0.0,SSH,2750,0.731,0.7,700,3450,No,0,3450,15,0,3450,No direct competitors,0,3450,3450,3450,250,3500,3570,0.115625,No,0,0.0,-3500.0,0,0.0,0,3550,2350,2950,350,0.11,11-15%,Increase,Yes,3550,3550,2350,2950,48000,53250,42433.1465,43773.403333333335,2828.8764333333334,2918.226888888889,0.1,16.5,46676.46115,0.109375,0.0,0.0,16.5,48150.74366666667,5717.597166666666,,0.13474365297578547,7.26,9.24,0.0,0.0,0.0,26964.416453333335,26964.416453333335,0.0,0.0,0.0,1340.256833333333,960.0,-380.2568333333329
JCAP,Journal of Child and Adolescent Psychiatric Nursing,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,Health Sci,3250,0.935,0.9,900,4150,No,0,4150,53,500,4650,No direct competitors,0,4650,4650,4650,2150,4700,4794,0.9176,No,0,11996.459096293705,7296.459096293705,Subscription revenue considerably higher than APC - please review,22.080273793706294,0,4800,3200,4000,2300,0.92,over 40%,Increase,Yes,4800,4800,3200,4000,132500,254400,184677.66,197758.46890248876,3484.4841509433963,3731.2918660846935,0.1,58.300000000000004,203145.42600000004,0.92,-0.4,-0.36800000000000005,36.8456,137481.68758101016,-47195.97241898984,,-0.2555586442831788,16.212063999999998,20.633536,83373.7615116279,1573.0898398420359,25503.03316126883,76989.74504536571,102492.77820663454,82732.3265116279,1560.9872926722246,57515.513390883716,13080.80890248876,2650.0,-10430.80890248876
JCB,Journal of Cellular Biochemistry,O-Proprietary Owned,4400.0,2950.0,3650.0,4400,2950.0,3650,0.0,0.0,Life Sci,3250,0.654,0.7,700,3950,No,0,3950,11,0,3950,No direct competitors,0,3950,3950,3950,-450,4400,4488,0.02,No,0,17823.0822613254,13423.082261325399,Subscription revenue considerably higher than APC - please review,0.0,0,4500,3000,3700,100,0.02,1-2%,Increase,Yes,4500,4500,3000,3700,48400,49500,28111.538,29924.530548387098,2555.5943636363636,2720.4118680351908,0.1,12.100000000000001,30922.691800000004,0.022727272727272728,0.0,0.0,12.100000000000001,32916.98360322581,4805.4456032258095,,0.17094210936540752,5.324000000000001,6.776000000000001,3199.5230967741936,290.8657360703812,1548.5691788387098,18433.510817806455,19982.079996645163,3149.5305483870966,286.32095894428153,3464.4836032258067,1812.9925483870975,968.0,-844.9925483870975
JCC,Journal of Computational Chemistry,O-Proprietary Owned,4300.0,2867.0,3583.0,4300,2867.0,3583,0.0,0.0,Physical Sci,3500,0.792,0.8,800,4300,No,0,4300,3,-500,3800,No direct competitors,0,3800,3800,3800,-500,4300,4386,0.02,No,0,2768.244,-1531.7559999999999,0,0.0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,12900,13200,7735.0,8054.347826086957,2578.3333333333335,2684.7826086956525,0.1,3.3000000000000003,8508.500000000002,0.023255813953488372,0.0,0.0,3.3000000000000003,8859.782608695654,1124.7826086956538,,0.1454146876141763,1.4520000000000002,1.848,0.0,0.0,0.0,4961.478260869566,4961.478260869566,0.0,0.0,0.0,319.34782608695696,258.0,-61.34782608695696
JCCM,Journal of Contingencies and Crisis Management,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.31999999999999995,0.3,100,2850,No,0,2850,4,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,2485.93688172043,-14.063118279570062,0,326.2233333333333,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,10000,10200,13600.0,13800.0,3400.0,3450.0,0.1,4.4,14960.000000000002,0.02,0.0,0.0,4.4,15180.000000000002,1580.0000000000018,,0.11617647058823542,1.9360000000000002,2.4640000000000004,14000.0,3500.0,6776.000000000001,8500.800000000001,15276.800000000003,14300.0,3575.0,15730.000000000002,200.0,200.0,0.0
JCCS,Journal of the Chinese Chemical Society,J-Joint Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.8,0.8,800,4300,No,0,4300,3,-500,3800,No direct competitors,0,3800,3800,3800,800,3800,3876,0.292,No,0,3302.2796875000013,-497.7203124999987,0,20.293125,0,3900,2600,3250,900,0.3,26-30%,Increase,Yes,3900,3900,2600,3250,9000,11700,8675.2,8820.0,2891.7333333333336,2940.0,0.1,3.3000000000000003,9542.720000000001,0.3,-0.1,-0.03,3.201,9410.94,735.7399999999998,,0.08480957211361118,1.4084400000000001,1.79256,6400.0,2133.3333333333335,3004.6720000000005,5270.1264,8274.7984,6300.0,2100.0,6722.1,144.79999999999927,180.0,35.20000000000073
JCD,Journal of Combinatorial Designs,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,Physical Sci,3500,0.759,0.8,800,4300,No,0,4300,12,0,4300,No direct competitors,0,4300,4300,4300,1800,4300,4386,0.7544,No,0,4658.1920148,358.1920147999999,0,0.0,0,4400,2950,3650,1900,0.76,over 40%,Increase,Yes,4400,4400,2950,3650,30000,52800,47299.47595,48509.63784875,3941.6229958333333,4042.4698207291663,0.1,13.200000000000001,52029.423545000005,0.76,-0.3,-0.22799999999999998,10.1904,41194.384461158494,-6105.091488841506,,-0.1290731317043589,4.483776,5.706624000000001,40801.218798125,3400.101566510417,15245.29380148181,23068.85529824876,38314.14909973057,40309.63784875,3359.1364873958332,34230.9444611585,1210.161898749997,600.0,-610.1618987499969
JCE,Journal of Cardiovascular Electrophysiology,O-Proprietary Owned,3900.0,2600.0,3250.0,3900,2600.0,3250,0.0,0.0,Health Sci,3250,0.027000000000000024,0,-500,2750,No,0,2750,12,0,2750,No direct competitors,0,2750,2750,2750,-1150,3900,3978,0.02,No,0,4939.80504329091,1039.8050432909104,0,0.0,0,4000,2700,3350,100,0.03,3-5%,Increase,Yes,4000,4000,2700,3350,46800,48000,21227.05,38745.0,1768.9208333333333,3228.75,0.1,13.200000000000001,23349.755,0.02564102564102564,0.0,0.0,13.200000000000001,42619.5,21392.45,,1.0077919447120538,5.808000000000001,7.392,4150.0,345.8333333333333,2008.6000000000001,23866.920000000002,25875.52,4100.0,341.6666666666667,4510.000000000001,17517.95,936.0,-16581.95
JCLP,Journal of Clinical Psychology,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.963,1,1000,3750,No,0,3750,21,500,4250,No direct competitors,0,4250,4250,4250,1250,4300,4386,0.462,No,0,896.8556888293652,-3403.144311170635,0,0.0,0,4400,2950,3700,1400,0.47,over 40%,Increase,Yes,4400,4400,2950,3700,63000,92400,37129.8016,44806.20134591195,1768.0857904761904,2133.6286355196166,0.1,23.1,40842.78176,0.4666666666666667,-0.2,-0.09333333333333334,20.944,44686.71814232285,7556.916542322848,,0.2035269841658095,9.21536,11.728639999999999,14237.526218867924,677.9774389937107,6247.8061722050825,25024.562159700792,31272.368331905876,13983.284679245282,665.8706990116801,13945.995920100628,7676.399745911949,1260.0,-6416.399745911949
JCMS,JCMS: Journal of Common Market Studies,J-Joint Owned,3200.0,2133.0,2667.0,3200,2133.0,2667,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,2,-500,1750,No direct competitors,0,1750,1750,1750,-1450,3200,3264,0.02,No,0,5303.397129961539,2103.3971299615387,Subscription revenue considerably higher than APC - please review,49.61546503846155,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,6400,6500,3889.578,5568.809520000001,1944.789,2784.4047600000004,0.1,2.2,4278.535800000001,0.015625,0.0,0.0,2.2,6125.690472000001,2236.112472000001,,0.5748984779325678,0.9680000000000001,1.2320000000000002,3101.92608,1550.96304,1501.3322227200001,3430.386664320001,4931.7188870400005,3056.3095200000002,1528.1547600000001,3361.9404720000007,1679.2315200000007,128.0,-1551.2315200000007
JCOP,Journal of Community Psychology,O-Proprietary Owned,2800.0,1867.0,2333.0,2800,1867.0,2333,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,43,500,2750,No direct competitors,0,2750,2750,2750,-50,2800,2856,0.02,No,0,0.0,-2800.0,0,0.0,0,2850,1900,2400,50,0.02,1-2%,Increase,Yes,2850,2850,1900,2400,120400,122550,178932.1099755,186862.10385713913,4161.211859895349,4345.6303222590495,0.1,47.300000000000004,196825.32097305005,0.017857142857142856,0.0,0.0,47.300000000000004,205548.31424285306,26616.204267353052,,0.14875029569034554,20.812,26.488000000000003,49648.65333642022,1154.6198450330282,24029.948214827386,115107.05597599772,139137.0041908251,46065.76082760638,1071.2967634327065,50672.33691036702,7929.993881639122,2408.0,-5521.993881639122
JCP,Journal of Cellular Physiology,O-Proprietary Owned,4500.0,3000.0,3750.0,4700,3150.0,3900,200.0,0.044444444444444446,Life Sci,3250,0.798,0.8,800,4050,No,0,4050,20,0,4050,No direct competitors,0,4050,4050,4050,-650,4700,4794,0.02,No,0,4358.142630552084,-341.8573694479164,0,0.0,0,4800,3200,4000,100,0.02,1-2%,Increase,Yes,4800,4800,3200,4000,94000,96000,63098.46,65982.3275,3154.923,3299.116375,0.1,22.0,69408.306,0.02127659574468085,0.0,0.0,22.0,72580.56025,9482.100249999996,,0.15027466993647698,9.68,12.32,30811.194999999996,1540.55975,14912.618379999998,40645.11374,55557.73212,30394.827500000003,1519.741375,33434.31025,2883.8675000000003,1880.0,-1003.8675000000003
JCPE,Journal of Clinical Periodontology,O-Proprietary Owned,4300.0,2850.0,3600.0,4300,2850.0,3600,0.0,0.0,Health Sci,3250,0.8089999999999999,0.8,800,4050,No,0,4050,35,500,4550,No direct competitors,0,4550,4550,4550,250,4600,4692,0.09116279069767441,No,0,1023.0409592805755,-3576.9590407194246,0,0.0,0,4700,3100,3900,400,0.09,6-10%,Increase,Yes,4700,4700,3100,3900,150500,164500,83637.846125,93287.87190105465,2389.6527464285714,2665.3677686015612,0.1,38.5,92001.6307375,0.09302325581395349,0.0,0.0,38.5,102616.65909116011,18978.812966160112,,0.22691656762412965,16.94,21.56,19770.4503,564.8700085714286,9568.8979452,57465.32909104966,67034.22703624966,19495.860712499998,557.0245917857143,21445.44678375,9650.025776054652,3010.0,-6640.025776054652
JCPH,Journal of Clinical Pharmacology,N-Society Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Health Sci,3250,0.36,0.4,300,3550,No,0,3550,15,0,3550,No direct competitors,0,3550,3550,3550,250,3600,3672,0.11272727272727273,No,0,19860.16290322581,16260.16290322581,Subscription revenue considerably higher than APC - please review,0.0,0,3650,2450,3050,350,0.11,11-15%,Increase,Yes,3650,3650,2450,3050,49500,54750,32740.1,47437.5,2182.673333333333,3162.5,0.1,16.5,36014.11,0.10606060606060606,0.0,0.0,16.5,52181.25,19441.15,,0.5938024013365873,7.26,9.24,7600.0,506.6666666666667,3678.4,29221.5,32899.9,7500.0,500.0,8250.0,14697.400000000001,990.0,-13707.400000000001
JCPP,Journal of Child Psychology and Psychiatry,N-Society Owned,3800.0,2533.0,3167.0,3800,2533.0,3167,0.0,0.0,SSH,2750,0.989,1,1000,3750,No,0,3750,61,500,4250,No direct competitors,0,4250,4250,4250,450,4300,4386,0.15421052631578946,No,0,6440.653097248323,2140.6530972483233,Subscription revenue considerably higher than APC - please review,0.0,0,4400,2950,3650,600,0.16,16-20%,Increase,Yes,4400,4400,2950,3650,231800,268400,148695.28375,214524.34612499998,2437.6276024590165,3516.792559426229,0.1,67.10000000000001,163564.81212500003,0.15789473684210525,-0.1,-0.015789473684210527,66.04052631578948,232250.83156796053,83555.54781796053,,0.5619246670825262,29.057831578947372,36.982694736842106,57572.9966875,943.8196178278689,27425.351495748688,130060.46567805788,157485.81717380657,56879.346125,932.4482971311475,61579.37630480263,65829.06237499998,4636.0,-61193.06237499998
JCPT,Journal of Clinical Pharmacy and Therapeutics,O-Proprietary Owned,3100.0,2067.0,2583.0,3200,2150.0,2650,100.0,0.03225806451612903,Health Sci,3250,0.5329999999999999,0.5,500,3750,No,0,3750,10,0,3750,No direct competitors,0,3750,3750,3750,550,3800,3876,0.21125,No,0,3325.815406054746,-474.18459394525416,0,5.033149722627737,0,3900,2600,3250,700,0.22,21-25%,Increase,Yes,3900,3900,2600,3250,32000,39000,35360.8505,36397.543471830984,3536.08505,3639.7543471830986,0.1,11.0,38896.93555,0.21875,-0.1,-0.021875000000000002,10.759375,39161.481929223155,3800.6314292231546,,0.10748133530394453,4.734125000000001,6.02525,33196.139957746476,3319.6139957746477,15715.467607746656,21930.429880364965,37645.89748811162,33247.543471830984,3324.7543471830986,35772.278804223155,1036.6929718309839,640.0,-396.6929718309839
JCPY,Journal of Consumer Psychology,N-Society Owned,3000.0,2000.0,2500.0,3100,2050.0,2600,100.0,0.03333333333333333,SSH,2750,0.577,0.6,600,3350,No,0,3350,3,-500,2850,No direct competitors,0,2850,2850,2850,-250,3100,3162,0.02,No,0,943.175,-2156.825,0,0.0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,9300,9450,10800.0,11084.21052631579,3600.0,3694.7368421052633,0.1,3.3000000000000003,11880.000000000002,0.016129032258064516,0.0,0.0,3.3000000000000003,12192.63157894737,1392.6315789473701,,0.12894736842105278,1.4520000000000002,1.848,11226.315789473685,3742.105263157895,5433.536842105264,6827.873684210527,12261.41052631579,12031.578947368422,4010.5263157894738,13234.736842105265,284.21052631579005,186.0,-98.21052631579005
JCR,Journal of Applied Crystallography,N-Society Owned,3400.0,2543.0,2877.0,3750,2950.0,3400,350.0,0.10294117647058823,Physical Sci,3500,None,None,-500,3000,No,0,3000,0,2500,2500,No direct competitors,0,2500,2500,2500,-1250,3800,3876,0.0336,No,0,3638.92,-161.07999999999993,0,0.0,0,3900,3050,3550,150,0.04,3-5%,Increase,Yes,3900,3900,3050,3550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JCTB,Journal of Chemical Technology and Biotechnology,N-Society Owned,4100.0,2750.0,3400.0,4100,2750.0,3400,0.0,0.0,Physical Sci,3500,0.16600000000000004,0.2,-100,3400,No,0,3400,5,-500,2900,No direct competitors,0,2900,2900,2900,-1200,4100,4182,0.02,No,0,627.0961923798449,-3472.903807620155,0,20.851869527131782,0,4200,2800,3450,100,0.02,1-2%,Increase,Yes,4200,4200,2800,3450,20500,21000,12398.04,13275.0,2479.608,2655.0,0.1,5.5,13637.844000000001,0.024390243902439025,0.0,0.0,5.5,14602.5,2204.459999999999,,0.17780713725717928,2.42,3.08,0.0,0.0,0.0,8177.400000000001,8177.400000000001,0.0,0.0,0.0,876.9599999999991,410.0,-466.9599999999991
JCU,Journal of Clinical Ultrasound,O-Proprietary Owned,2900.0,1950.0,2400.0,2900,1950.0,2400,0.0,0.0,Health Sci,3250,0.671,0.7,700,3950,No,0,3950,2,-500,3450,No direct competitors,0,3450,3450,3450,550,3500,3570,0.23103448275862068,No,0,2947.9907608695653,-552.0092391304347,0,0.0,0,3550,2400,2950,650,0.22,21-25%,Increase,Yes,3550,3550,2400,2950,5800,7100,3900.0,6450.0,1950.0,3225.0,0.1,2.2,4290.0,0.22413793103448276,-0.1,-0.02241379310344828,2.150689655172414,6935.974137931035,3035.9741379310353,,0.7784549071618039,0.9463034482758621,1.2043862068965518,0.0,0.0,0.0,3884.14551724138,3884.14551724138,0.0,0.0,0.0,2550.0,116.0,-2434.0
JDB,Journal of Diabetes,J-Joint Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Health Sci,3250,0.554,0.6,600,3850,No,0,3850,28,500,4350,No direct competitors,0,4350,4350,4350,1350,4400,4488,0.496,No,0,6391.045714285714,1991.045714285714,0,7.691309523809524,0,4500,3000,3750,1500,0.5,over 40%,Increase,Yes,4500,4500,3000,3750,84000,126000,116488.8909865,120371.63905595349,4160.317535232143,4298.987109141196,0.1,30.800000000000004,128137.78008515002,0.5,-0.3,-0.15,26.180000000000003,112547.48251731653,-3941.4084691834723,,-0.03383505874083946,11.519200000000001,14.660800000000002,30291.99859068023,1081.8570925242939,12462.128220205848,63026.59020969726,75488.7184299031,29951.63905595349,1069.7013948554818,28004.78251731652,3882.7480694534897,1680.0,-2202.7480694534897
JDD,Journal of Dental Education,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.625,0.6,600,3350,No,0,3350,10,0,3350,No direct competitors,0,3350,3350,3350,350,3400,3468,0.156,No,0,3188.7078435517965,-211.2921564482035,0,1.0570824524312896,0,3450,2300,2900,450,0.15,11-15%,Increase,Yes,3450,3450,2300,2900,30000,34500,42250.25,43875.0,4225.025,4387.5,0.1,11.0,46475.274999999994,0.15,0.0,0.0,11.0,48262.5,6012.25,,0.14230093313057318,4.84,6.16,22750.0,2275.0,11011.0,27027.0,38038.0,22500.0,2250.0,24750.0,1624.75,600.0,-1024.75
JDE,The Journal of Dermatology,N-Society Owned,3630.0,2400.0,3050.0,3630,2400.0,3050,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-1130,3600,3672,0.011570247933884297,No,0,5615.31200278077,2015.31200278077,Subscription revenue considerably higher than APC - please review,630.5898673076923,0,3650,2400,3100,20,0.01,1-2%,Increase,Yes,3650,3650,2450,3100,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JDN,International Journal of Developmental Neuroscience,N-Society Owned,2600.0,1990.0,2260.0,2600,1990.0,2260,0.0,0.0,Life Sci,3250,0.8280000000000001,0.8,800,4050,No,0,4050,29,500,4550,No direct competitors,0,4550,4550,4550,1950,4600,4692,0.8046153846153846,No,0,1746.9311594202898,-2853.06884057971,0,5.177608695652173,0,4700,3600,4100,2100,0.81,16-20%,Increase,Yes,4700,4700,3600,4100,75400,136300,89638.60399999999,117267.65066666667,3090.986344827586,4043.712091954023,0.1,31.900000000000002,98602.4644,0.8076923076923077,-0.4,-0.3230769230769231,21.593846153846158,87319.29680410257,-2319.307195897418,,-0.02587397719734031,9.50129230769231,12.092553846153848,111018.728,3828.232,36373.15125366155,48898.80621029744,85271.957463959,109742.65066666667,3784.229333333333,81716.06603487181,27629.046666666676,1508.0,-26121.046666666676
JDV,Journal of the European Academy of Dermatology and Venereology,N-Society Owned,3600.0,2400.0,3000.0,3950,2650.0,3300,350.0,0.09722222222222222,Health Sci,3250,0.273,0.3,100,3350,No,0,3350,3,-500,2850,No direct competitors,0,2850,2850,2850,-1100,4000,4080,0.03291139240506329,No,0,2470.6913337812503,-1529.3086662187497,0,13.740469828125002,0,4100,2750,3450,150,0.04,16-20%,Increase,Yes,4100,4100,2750,3450,11850,12300,5959.759575,6350.5297665,1986.586525,2116.8432555,0.1,3.3000000000000003,6555.735532500001,0.0379746835443038,0.0,0.0,3.3000000000000003,6985.58274315,1025.8231681500001,,0.17212492471225235,1.4520000000000002,1.848,4525.049958,1508.349986,2190.124179672,3911.926336164,6102.050515836,4438.0297665,1479.3432555,4881.83274315,390.7701914999998,237.0,-153.77019149999978
JEAB,Journal of the Experimental Analysis of Behavior,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,3923.6665789473686,1423.6665789473686,0,14.210526315789474,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,2500,2550,2500.0,3250.0,2500.0,3250.0,0.1,1.1,2750.0,0.02,0.0,0.0,1.1,3575.0000000000005,1075.0000000000005,,0.43000000000000016,0.48400000000000004,0.6160000000000001,3300.0,3300.0,1597.2,2002.0000000000002,3599.2000000000003,3250.0,3250.0,3575.0000000000005,750.0,50.0,-700.0
JEB,Journal of Evolutionary Biology,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.28900000000000003,0.3,100,3350,No,0,3350,25,500,3850,No direct competitors,0,3850,3850,3850,850,3900,3978,0.326,No,0,2558.432563832192,-1341.567436167808,0,240.9295187123288,0,4000,2650,3350,1000,0.33,31-35%,Increase,Yes,4000,4000,2650,3350,75000,100000,75465.85764,92443.26180034886,3018.6343056,3697.7304720139546,0.1,27.500000000000004,83012.44340400002,0.3333333333333333,-0.2,-0.06666666666666667,25.66666666666667,94908.41544835818,19442.55780835818,,0.2576338282817424,11.293333333333335,14.373333333333337,82880.29810249998,3315.211924099999,37439.79332950266,53148.71265108058,90588.50598058324,86721.80540500002,3468.872216200001,89034.3868824667,16977.40416034886,1500.0,-15477.404160348859
JEBM,Journal of Evidence-Based Medicine,J-Joint Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,Health Sci,3250,1,1,1000,4250,No,0,4250,41,500,4750,No direct competitors,0,4750,4750,4750,2250,4800,4896,0.9584,No,0,6932.156589962069,2132.156589962069,Subscription revenue considerably higher than APC - please review,33.51903067931035,0,4900,3250,4100,2400,0.96,over 40%,Increase,Yes,4900,4900,3250,4100,102500,200900,114659.34934,145323.91076210525,2796.569496097561,3544.4856283440304,0.1,45.1,126125.284274,0.96,-0.4,-0.384,27.7816,98471.48193240252,-16187.867407597485,,-0.14118227166626868,12.223904000000001,15.557696,25267.81883894737,616.28826436457,7533.448579919124,55144.029882145405,62677.47846206453,24983.910762105264,609.3636771245186,16929.09793240253,30664.561422105253,2050.0,-28614.561422105253
JEC,Journal of Ecology,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,0.0,-3000.0,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JECS,Journal For Eighteenth-Century Studies,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,0,2500,2500,No direct competitors,0,2500,2500,2500,0,2500,2550,0.02,No,0,1882.7753946500004,-617.2246053499996,0,0.0,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEDM,Journal of Educational Measurement,N-Society Owned,0.0,0.0,0.0,2700,2150.0,2450,2700.0,0.0,SSH,2750,0.95,1,1000,3750,No,0,3750,151,500,4250,No direct competitors,0,4250,4250,4250,1550,4300,4386,0.6244444444444445,No,0,,,,,,4400,3500,4000,1700,0.63,over 40%,Increase,Yes,4400,4400,3500,4000,407700,664400,371199.1797175,483889.1744359477,2458.272713360927,3204.564069112236,0.1,166.10000000000002,408319.09768925,0.6296296296296297,-0.3,-0.18888888888888888,134.7255555555556,431736.67452451785,60537.49480701785,,0.16308628390043783,59.27924444444446,75.44631111111113,285865.39813138894,1893.1483319959532,112224.4027419804,241772.53773373,353996.9404757104,285354.20406254637,1889.7629408115654,254599.36206913865,112689.99471844768,8154.0,-104535.99471844768
