Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
JMCD,Journal of Multicultural Counseling and Development,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.953,1,1000,3750,No,0,3750,9,0,3750,No direct competitors,0,3750,3750,3750,1250,3800,3876,0.5504,No,0,904.2705328,-2895.729467,0,0,0,3900,2550,3300,1400,0.56,over 40%,Increase,Yes,3900,3900,2550,3300,22500,35100,22264.26,35814.816,2473.806667,3979.424,0.1,9.9,24490.686,0.56,-0.2,-0.112,8.7912,34983.91227,12719.65227,,0.571303617,3.868128,4.923072,32212.5012,3579.1668,13844.67532,19590.99087,33435.66619,35314.816,3923.868444,34495.51227,13550.556,450,-13100.556
JMFT,Journal of Marital and Family Therapy,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.972,1,1000,3750,No,0,3750,19,0,3750,No direct competitors,0,3750,3750,3750,1250,3800,3876,0.5504,No,0,3402.116883,-397.8831166,0,407.5072646,0,3900,2550,3300,1400,0.56,over 40%,Increase,Yes,3900,3900,2550,3300,47500,74100,76094.87458,88379.82268,4004.993399,4651.569615,0.1,20.9,83704.36204,0.56,-0.2,-0.112,18.5592,86329.4108,10234.53622,,0.134497051,8.166048,10.393152,54384.15761,2862.324085,23373.87587,48344.47005,71718.34591,49440.14328,2602.112804,48293.13196,12284.9481,950,-11334.9481
JMG,Journal of Metamorphic Geology,O-Proprietary Owned,3800,2550,3150,3800,2550,3150,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,1,-500,2250,No direct competitors,0,2250,2250,2250,-1550,3800,3876,0.02,No,0,7225.951786,3425.951786,Subscription revenue considerably higher than APC - please review,2.2275,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,3800,3900,2975,3050,2975,3050,0.1,1.1,3272.5,0.026315789,0,0,1.1,3355,380,,0.127731092,0.484,0.616,0,0,0,1878.8,1878.8,0,0,0,75,76,1
JMI,Journal of Microscopy,N-Society Owned,4300,2867,3583,4300,2867,3583,0,0,Physical Sci,3500,0.238,0.2,-100,3400,No,0,3400,11,0,3400,No direct competitors,0,3400,3400,3400,-900,4300,4386,0.02,No,0,1084.1737,-3215.8263,0,0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,47300,48400,26076.5245,36566.00387,2370.593136,3324.18217,0.1,12.1,28684.17695,0.023255814,0,0,12.1,40222.60425,14146.07975,,0.542483326,5.324,6.776,14311.5086,1301.046237,6926.770165,22524.65838,29451.42855,14139.08079,1285.370981,15552.98887,10489.47937,946,-9543.479367
JMOR,Journal of Morphology,O-Proprietary Owned,3400,2250,2850,3400,2250,2850,0,0,Life Sci,3250,0.776,0.8,800,4050,No,0,4050,32,500,4550,No direct competitors,0,4550,4550,4550,1150,4600,4692,0.38,No,0,0,-4600,0,0,0,4700,3100,3950,1300,0.38,36-40%,Increase,Yes,4700,4700,3100,3950,108800,150400,90496.265,96669.57825,2828.008281,3020.92432,0.1,35.2,99545.8915,0.382352941,-0.2,-0.076470588,32.50823529,98204.91861,7708.65361,,0.085182008,14.30362353,18.20461176,41244.016,1288.8755,18435.58993,54994.75442,73430.34435,40599.57825,1268.73682,41244.39508,6173.31325,2176,-3997.31325
JMP,Journal of Medical Primatology,O-Proprietary Owned,2900,1950,2400,2900,1950,2400,0,0,Health Sci,3250,0.429,0.4,300,3550,No,0,3550,3,-500,3050,No direct competitors,0,3050,3050,3050,150,3100,3162,0.090344828,No,0,1833.467817,-1266.532183,0,0,0,3150,2150,2600,250,0.09,6-10%,Increase,Yes,3150,3150,2150,2600,8700,9450,6582.865,11275,2194.288333,3758.333333,0.1,3.3,7241.1515,0.086206897,0,0,3.3,12402.5,5819.635,,0.884058081,1.452,1.848,0,0,0,6945.4,6945.4,0,0,0,4692.135,174,-4518.135
JMR,Journal of Molecular Recognition,O-Proprietary Owned,3300,2200,2750,3300,2200,2750,0,0,Physical Sci,3500,0.887,0.9,900,4400,No,0,4400,38,500,4900,No direct competitors,0,4900,4900,4900,1600,4900,4998,0.514545455,No,0,1448.75367,-3451.24633,0,0,0,5000,3350,4200,1700,0.52,over 40%,Increase,Yes,5000,5000,3350,4200,125400,190000,99896.05125,136676.4017,2628.843454,3596.747412,0.1,41.8,109885.6564,0.515151515,-0.3,-0.154545455,35.34,127109.0536,27213.0023,,0.272413193,15.5496,19.7904,34299.85669,902.6278076,14035.50136,71181.06999,85216.57134,33876.40167,891.4842544,31505.05355,36780.35042,2508,-34272.35042
JMRI,Journal of Magnetic Resonance Imaging,N-Society Owned,3500,2500,3000,3500,2500,3000,0,0,Health Sci,3250,0.763,0.8,800,4050,No,0,4050,39,500,4550,No direct competitors,0,4550,4550,4550,1050,4600,4692,0.340571429,No,0,2612.147219,-1987.852781,0,0,0,4700,3350,4000,1200,0.34,31-35%,Increase,Yes,4700,4700,3350,4000,136500,183300,120823.67,142572.4596,3098.042821,3655.704093,0.1,42.9,132906.037,0.342857143,-0.2,-0.068571429,39.95828571,146075.6686,25251.99862,,0.208998772,17.58164571,22.37664,41589.99236,1066.410061,18749.24387,81802.37443,100551.6183,41100.69833,1053.86406,42110.60121,21748.78961,2730,-19018.78961
JMS,Journal of Mass Spectrometry,O-Proprietary Owned,3700,2467,3083,3700,2467,3083,0,0,Physical Sci,3500,0.958,1,1000,4500,No,0,4500,5,-500,4000,No direct competitors,0,4000,4000,4000,300,4000,4080,0.102702703,No,0,5116.964641,1116.964641,0,221.217919,0,4100,2750,3400,400,0.11,11-15%,Increase,Yes,4100,4100,2750,3400,18500,20500,18189,22135.13514,3637.8,4427.027027,0.1,5.5,20007.9,0.108108108,0,0,5.5,24348.64865,6159.648649,,0.33864691,2.42,3.08,17831.08108,3566.216216,8630.243243,13635.24324,22265.48649,17635.13514,3527.027027,19398.64865,3946.135135,370,-3576.135135
JMV,Journal of Medical Virology,O-Proprietary Owned,3400,2267,2833,3750,2500,3100,350,0.102941176,Health Sci,3250,0.345,0.3,100,3350,No,0,3350,22,500,3850,No direct competitors,0,3850,3850,3850,100,3900,3978,0.0608,No,0,2876.383818,-1023.616182,0,0,0,4000,2700,3300,250,0.07,6-10%,Increase,Yes,4000,4000,2700,3300,82500,88000,55962.91473,86232.0335,2543.768851,3919.637886,0.1,24.2,61559.2062,0.066666667,0,0,24.2,94855.23685,38892.32212,,0.694965984,10.648,13.552,28687.78385,1303.990175,13884.88738,53118.93264,67003.82002,26617.53141,1209.887791,29279.28455,30269.11877,1650,-28619.11877
JMWH,Journal of Midwifery & Women's Health,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,Health Sci,3250,0.3,0.3,100,3350,No,0,3350,13,0,3350,No direct competitors,0,3350,3350,3350,50,3400,3468,0.050909091,No,0,4434.141413,1034.141413,0,0,0,3450,2300,2900,150,0.05,3-5%,Increase,Yes,3450,3450,2300,2900,42900,44850,29220.29325,30670.05563,2247.714865,2359.235048,0.1,14.3,32142.32258,0.045454545,0,0,14.3,33737.06119,4516.767938,,0.154576407,6.292,8.008,14707.693,1131.361,7118.523412,18892.75427,26011.27768,14445.05563,1111.158125,15889.56119,1449.762375,858,-591.762375
JNC,Journal of Neurochemistry,N-Society Owned,3600,2400,3000,3950,2650,3300,350,0.097222222,Life Sci,3250,0.644,0.6,600,3850,No,0,3850,13,0,3850,No direct competitors,0,3850,3850,3850,-100,4000,4080,0.032911392,No,0,5083.901743,1083.901743,0,0,0,4100,2750,3450,150,0.04,3-5%,Increase,Yes,4100,4100,2750,3450,51350,53300,31836.1945,35076.72775,2448.938038,2698.209827,0.1,14.3,35019.81395,0.037974684,0,0,14.3,38584.40053,6748.206025,,0.211966478,6.292,8.008,5680.261,436.9431538,2749.246324,21607.26429,24356.51062,5596.72775,430.5175192,6156.400525,3240.53325,1027,-2213.53325
JNE,Journal of Neuroendocrinology,N-Society Owned,3900,2600,3250,3900,2600,3250,0,0,Health Sci,3250,0.315,0.3,100,3350,No,0,3350,7,0,3350,No direct competitors,0,3350,3350,3350,-550,3900,3978,0.02,No,0,2610.151012,-1289.848988,0,0.319476344,0,4000,2700,3350,100,0.03,3-5%,Increase,Yes,4000,4000,2700,3350,27300,28000,17500,31500,2500,4500,0.1,7.7,19250,0.025641026,0,0,7.7,34650,17150,,0.98,3.388,4.312,31850,4550,15415.4,19404,34819.4,31500,4500,34650,14000,546,-13454
JNM,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",O-Proprietary Owned,2500,1667,2083,2750,1850,2300,250,0.1,Physical Sci,3500,None,None,-500,3000,No,0,3000,0,2500,2500,No direct competitors,0,2500,2500,2500,-250,2800,2856,0.038545455,No,0,8315.642333,5515.642333,Subscription revenue considerably higher than APC - please review,0,0,2850,1900,2400,100,0.04,3-5%,Increase,Yes,2850,2850,1900,2400,0,0,0,0,0,0,0.1,0,0,0.036363636,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNP,Journal of Neuropsychology,N-Society Owned,2500,1667,2083,2750,1850,2300,250,0.1,SSH,2750,0.299,0.3,100,2850,No,0,2850,3,-500,2350,No direct competitors,0,2350,2350,2350,-400,2800,2856,0.038545455,No,0,95.73457627,-2704.265424,0,0,0,2850,1900,2400,100,0.04,3-5%,Increase,Yes,2850,2850,1900,2400,8250,8550,5850,7987.5,1950,2662.5,0.1,3.3,6435,0.036363636,0,0,3.3,8786.25,2936.25,,0.501923077,1.452,1.848,0,0,0,4920.3,4920.3,0,0,0,2137.5,165,-1972.5
JNR,Journal of Neuroscience Research,O-Proprietary Owned,3600,2400,3000,3950,2650,3300,350,0.097222222,Life Sci,3250,0.907,0.9,900,4150,No,0,4150,19,0,4150,No direct competitors,0,4150,4150,4150,200,4200,4284,0.084556962,No,0,6664.622867,2464.622867,Subscription revenue considerably higher than APC - please review,0,0,4300,2900,3600,350,0.09,6-10%,Increase,Yes,4300,4300,2900,3600,75050,81700,42435.6717,47766.16479,2233.456405,2514.008673,0.1,20.9,46679.23887,0.088607595,0,0,20.9,52542.78127,10107.10957,,0.238174846,9.196,11.704,12364.35788,650.7556781,5984.349216,29423.95751,35408.30673,12171.16479,640.5876206,13388.28127,5330.493092,1501,-3829.493092
JNS,Journal of the Peripheral Nervous System,N-Society Owned,3800,2550,3150,3800,2550,3150,0,0,Health Sci,3250,0.434,0.4,300,3550,No,0,3550,18,0,3550,No direct competitors,0,3550,3550,3550,-250,3800,3876,0.02,No,0,2271.541495,-1528.458505,0,0.582897196,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,68400,70200,47660.65,48454.99417,2647.813889,2691.94412,0.1,19.8,52426.715,0.026315789,0,0,19.8,53300.49358,5639.843583,,0.118333333,8.712,11.088,49249.33833,2736.074352,23836.67975,29848.27641,53684.95616,48454.99417,2691.94412,53300.49358,794.3441667,1368,573.6558333
JNU,Journal of Nursing Scholarship,N-Society Owned,2400,1200,1800,2650,1350,2000,250,0.104166667,Health Sci,3250,0.621,0.6,600,3850,No,0,3850,17,0,3850,No direct competitors,0,3850,3850,3850,1200,3900,3978,0.501132075,No,0,0,-3900,0,0,0,4000,2050,3000,1350,0.51,16-20%,Increase,Yes,4000,4000,2050,3000,45050,68000,42953.75,64930,2526.691176,3819.411765,0.1,18.7,47249.125,0.509433962,-0.2,-0.101886792,16.79471698,64145.93962,21192.18962,,0.493372281,7.389675472,9.405041509,0,0,0,35921.72619,35921.72619,0,0,0,21976.25,901,-21075.25
JOA,Journal of Anatomy,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.862,0.9,900,4150,No,0,4150,8,0,4150,No direct competitors,0,4150,4150,4150,1150,4200,4284,0.428,No,0,3870.915892,-329.0841084,0,-173.4896856,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,24000,34400,18215.5,29250,2276.9375,3656.25,0.1,8.8,20037.05,0.433333333,-0.2,-0.086666667,8.037333333,29386.5,11171,,0.613268919,3.536426667,4.500906667,15800,1975,6984.442667,16456.44,23440.88267,15600,1950,15672.8,11034.5,480,-10554.5
JOAC,Journal of Agrarian Change,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.887,0.9,900,3650,No,0,3650,26,500,4150,No direct competitors,0,4150,4150,4150,1150,4200,4284,0.428,No,0,2042.883031,-2157.116969,0,0,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,78000,111800,100857.226,105820,3879.124077,4070,0.1,28.6,110942.9486,0.433333333,-0.2,-0.086666667,26.12133333,106313.8267,5456.600667,,0.054102228,11.49338667,14.62794667,40050,1540.384615,17704.236,59535.74293,77239.97893,39600,1523.076923,39784.8,4962.774,1560,-3402.774
JOAP,Journal of Analytical Psychology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.09,0.1,-300,2450,No,0,2450,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,0,-3000,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0,0,0,0,0.1,0,0,0.016666667,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOAR,Journal of Accounting Research,N-Society Owned,3500,1800,2100,3500,1800,2100,0,0,SSH,2750,0.234,0.2,-100,2650,No,0,2650,8,0,2650,No direct competitors,0,2650,2650,2650,-850,3500,3570,0.02,No,0,3328.88371,-171.1162903,0,89.21806452,0,3550,1800,2100,50,0.01,1-2%,Increase,Yes,3550,3550,1850,2150,28000,28400,15511.149,19121.8348,1938.893625,2390.22935,0.1,8.8,17062.2639,0.014285714,0,0,8.8,21034.01828,5522.869283,,0.356058038,3.872,4.928,3190.573382,398.8216727,1544.237517,11779.05024,13323.28776,3140.720673,392.5900841,3454.79274,3610.685803,560,-3050.685803
JOB,Journal of Organizational Behavior,O-Proprietary Owned,3200,2133,2667,3200,2133,2667,0,0,SSH,2750,0.979,1,1000,3750,No,0,3750,11,0,3750,No direct competitors,0,3750,3750,3750,550,3800,3876,0.21125,No,0,14347.32697,10547.32697,Subscription revenue considerably higher than APC - please review,0,0,3900,2600,3250,700,0.22,21-25%,Increase,Yes,3900,3900,2600,3250,35200,42900,37504.9595,39929.0308,3409.541773,3629.911891,0.1,12.1,41255.45545,0.21875,-0.1,-0.021875,11.8353125,42961.14158,5456.182079,,0.145478949,5.2075375,6.627775,7853.441454,713.9492231,3717.917352,24058.23928,27776.15664,7754.030803,704.9118911,8342.852517,2424.071303,704,-1720.071303
JOBM,Journal of Basic Microbiology,O-Proprietary Owned,2500,1667,2083,2750,1850,2300,250,0.1,Life Sci,3250,0.747,0.7,700,3950,No,0,3950,6,0,3950,No direct competitors,0,3950,3950,3950,1200,4000,4080,0.483636364,No,0,1600.660614,-2399.339386,0,0,0,4100,2750,3450,1350,0.49,over 40%,Increase,Yes,4100,4100,2750,3450,16500,24600,16267.80358,16869.35031,2711.300597,2811.558384,0.1,6.6,17894.58394,0.490909091,-0.2,-0.098181818,5.952,16734.3955,466.5919239,,0.028681925,2.61888,3.33312,11720.89703,1953.482839,5115.937137,9371.261482,14487.19862,11531.85031,1921.975051,11439.5955,601.5467263,330,-271.5467263
JOC,International Journal of Climatology,O-Proprietary Owned,3000,2000,2500,3150,2100,2650,150,0.05,Life Sci,3250,0.856,0.9,900,4150,No,0,4150,40,500,4650,No direct competitors,0,4650,4650,4650,1500,4700,4794,0.521904762,No,0,1738.073138,-2961.926862,0,3340.551755,Corporate revenue exceeds,4800,3200,4050,1650,0.52,16-20%,Increase,Yes,4800,4800,3200,4050,126000,192000,121482.825,123777.7542,3037.070625,3094.443854,0.1,44,133631.1075,0.523809524,-0.3,-0.157142857,37.08571429,114759.6606,-6723.164351,,-0.055342509,16.31771429,20.768,105070.6379,2626.765947,42862.81622,64265.40996,107128.2262,103525.4814,2588.137036,95982.91065,2294.929167,2520,225.0708333
JOCA,Journal of Consumer Affairs,N-Society Owned,2500,1650,2100,2750,1800,2300,250,0.1,SSH,2750,0.529,0.5,500,3250,No,0,3250,11,0,3250,No direct competitors,0,3250,3250,3250,500,3300,3366,0.224,No,0,0,-3300,0,0,0,3350,2200,2800,600,0.22,21-25%,Increase,Yes,3350,3350,2200,2800,30250,36850,28051.87,46200,2550.17,4200,0.1,12.1,30857.057,0.218181818,-0.1,-0.021818182,11.836,49711.2,21659.33,,0.772117153,5.20784,6.62816,0,0,0,27838.272,27838.272,0,0,0,18148.13,605,-17543.13
JOCB,The Journal of Creative Behavior,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,None,None,-500,2250,No,0,2250,9,0,2250,No direct competitors,0,2250,2250,2250,-250,2500,2550,0.02,No,0,0,-2500,0,0,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,22500,22950,27325.8,29445,3036.2,3271.666667,0.1,9.9,30058.38,0.02,0,0,9.9,32389.5,5063.7,,0.18530839,4.356,5.544,0,0,0,18138.12,18138.12,0,0,0,2119.2,450,-1669.2
JOCC,Journal of College Counseling,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.496,0.5,500,3250,No,0,3250,7,0,3250,No direct competitors,0,3250,3250,3250,750,3300,3366,0.3464,No,0,22402.45593,19102.45593,Subscription revenue considerably higher than APC - please review,0,0,3350,2200,2800,850,0.34,31-35%,Increase,Yes,3350,3350,2200,2800,17500,23450,16704.462,26172.33848,2386.351714,3738.905498,0.1,7.7,18374.9082,0.34,-0.1,-0.034,7.4382,27810.72687,11106.26487,,0.664868157,3.272808,4.165392,4291.668,613.0954286,2006.543623,15574.00705,17580.55067,4242.338483,606.0483547,4507.908872,9467.876483,350,-9117.876483
JOCD,Journal of Cosmetic Dermatology,O-Proprietary Owned,3200,2150,2650,3500,2350,2900,300,0.09375,Health Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-1250,3500,3570,0.02,No,0,2334.917347,-1165.082653,0,0,0,3550,2350,2950,50,0.01,1-2%,Increase,Yes,3550,3550,2400,2950,7000,7100,5950,6100,2975,3050,0.1,2.2,6545,0.014285714,0,0,2.2,6710,760,,0.127731092,0.968,1.232,0,0,0,3757.6,3757.6,0,0,0,150,140,-10
JOCN,Journal of Clinical Nursing,O-Proprietary Owned,4100,2750,3400,4100,2750,3400,0,0,Health Sci,3250,0.4,0.4,300,3550,No,0,3550,22,500,4050,No direct competitors,0,4050,4050,4050,-50,4100,4182,0.02,No,0,4650.613565,550.6135647,0,0,0,4200,2800,3450,100,0.02,1-2%,Increase,Yes,4200,4200,2800,3450,90200,92400,46304.5308,51445.53909,2104.7514,2338.433595,0.1,24.2,50934.98388,0.024390244,0,0,24.2,56590.093,10285.5622,,0.222128635,10.648,13.552,7467.497379,339.4316991,3614.268732,31690.45208,35304.72081,7343.03909,333.7745041,8077.342999,5141.00829,1804,-3337.00829
JOCS,Journal of Cardiac Surgery,O-Proprietary Owned,2900,1950,2400,3200,2150,2650,300,0.103448276,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-700,3200,3264,0.02,No,0,0,-3200,0,0,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,0,0,0,0,0,0,0.1,0,0,0.015625,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOE,Global Business and Organizational Excellence,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,8,0,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,1003.050623,-1996.949377,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,24000,24400,19710.65,21309.99417,2463.83125,2663.749271,0.1,8.8,21681.715,0.016666667,0,0,8.8,23440.99358,3730.343583,,0.189255229,3.872,4.928,6159.338333,769.9172917,2981.119753,13126.95641,16108.07616,6059.994167,757.4992708,6665.993583,1599.344167,480,-1119.344167
JOEC,Journal of Employment Counseling,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.882,0.9,900,3650,No,0,3650,41,500,4150,No direct competitors,0,4150,4150,4150,1650,4200,4284,0.7136,No,0,5978.266164,1778.266164,0,0,0,4300,2850,3600,1800,0.72,over 40%,Increase,Yes,4300,4300,2850,3600,102500,176300,109761.5601,117376.7203,2677.111222,2862.846837,0.1,45.1,120737.7161,0.72,-0.3,-0.216,35.3584,101225.6836,-8535.876517,,-0.077767449,15.557696,19.800704,31402.516,765.9150244,11915.87311,56686.38281,68602.25592,30926.7203,754.3102513,26671.20359,7615.160197,2050,-5565.160197
JOES,Journal of Economic Surveys,O-Proprietary Owned,3100,2050,2600,3100,2050,2600,0,0,SSH,2750,0.238,0.2,-100,2650,No,0,2650,1,-500,2150,No direct competitors,0,2150,2150,2150,-950,3100,3162,0.02,No,0,0,-3100,0,0,0,3150,2100,2650,50,0.02,16-20%,Increase,Yes,3150,3150,2100,2650,3100,3150,1625.325,3300,1625.325,3300,0.1,1.1,1787.8575,0.016129032,0,0,1.1,3630,2004.675,,1.233399474,0.484,0.616,0,0,0,2032.8,2032.8,0,0,0,1674.675,62,-1612.675
JOFI,The Journal of Finance,N-Society Owned,3500,2618,2962,3500,2618,2962,0,0,SSH,2750,0.71,0.7,700,3450,No,0,3450,10,0,3450,No direct competitors,0,3450,3450,3450,-50,3500,3570,0.02,No,0,3623.988205,123.9882045,0,0,0,3550,2650,3000,50,0.01,1-2%,Increase,Yes,3550,3550,2650,3000,35000,35500,26961.1085,38551.47106,2696.11085,3855.147106,0.1,11,29657.21935,0.014285714,0,0,11,42406.61817,15445.50967,,0.572881106,4.84,6.16,13179.55596,1317.955596,6378.905085,23747.70617,30126.61126,13031.47106,1303.147106,14334.61817,11590.36256,700,-10890.36256
JOFO,Journal of Field Ornithology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.494,0.5,500,3750,No,0,3750,9,0,3750,No direct competitors,0,3750,3750,3750,750,3800,3876,0.292,No,0,976.9434701,-2823.05653,0,1311.548062,0,3900,2600,3250,900,0.3,26-30%,Increase,Yes,3900,3900,2600,3250,27000,35100,24850,38250,2761.111111,4250,0.1,9.9,27335,0.3,-0.1,-0.03,9.603,40812.75,15962.75,,0.642364185,4.22532,5.37768,22750,2527.777778,10680.67,22855.14,33535.81,22500,2500,24007.5,13400,540,-12860
JOFT,Journal of Family Therapy,N-Society Owned,2900,1950,2400,2900,1950,2400,0,0,SSH,2750,0.194,0.2,-100,2650,No,0,2650,4,-500,2150,No direct competitors,0,2150,2150,2150,-750,2900,2958,0.02,No,0,4387.878443,1487.878443,0,16.07278689,0,2950,2000,2450,50,0.02,1-2%,Increase,Yes,2950,2950,2000,2450,11600,11800,10557.25,13312.5,2639.3125,3328.125,0.1,4.4,11612.975,0.017241379,0,0,4.4,14643.75,4086.5,,0.387079969,1.936,2.464,7200,1800,3484.8,8200.5,11685.3,7600,1900,8360,2755.25,232,-2523.25
JOG,Journal of Obstetrics and Gynaecology Research,N-Society Owned,2970,2000,2500,2970,2000,2500,0,0,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-470,3000,3060,0.03030303,No,0,4413.982222,1413.982222,0,0,0,3050,2050,2600,80,0.03,3-5%,Increase,Yes,3050,3050,2050,2600,0,0,0,0,0,0,0.1,0,0,0.026936027,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOHC,The Journal of Humanistic Counseling,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.85,0.9,900,3650,No,0,3650,6,0,3650,No direct competitors,0,3650,3650,3650,1150,3700,3774,0.5096,No,0,260.8373729,-3439.162627,0,0,0,3750,2500,3150,1250,0.5,over 40%,Increase,Yes,3750,3750,2500,3150,15000,22500,18128.05,24335.34669,3021.341667,4055.891115,0.1,6.6,19940.855,0.5,-0.2,-0.1,5.94,24091.99322,5963.94322,,0.328989782,2.6136,3.3264,0,0,0,13491.5162,13491.5162,0,0,0,6207.296687,300,-5907.296687
JOHS,Journal of Historical Sociology,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.08,0.1,-300,2450,No,0,2450,0,2500,2500,No direct competitors,0,2500,2500,2500,0,2500,2550,0.02,No,0,5168.874211,2668.874211,Subscription revenue considerably higher than APC - please review,0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOID,Journal of Interior Design,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.378,0.4,300,3050,No,0,3050,4,-500,2550,No direct competitors,0,2550,2550,2550,50,2600,2652,0.0608,No,0,213.6418359,-2386.358164,0,0,0,2650,1750,2250,150,0.06,6-10%,Increase,Yes,2650,2650,1750,2250,10000,10600,11512,16800,2878,4200,0.1,4.4,12663.2,0.06,0,0,4.4,18480,6968,,0.605281445,1.936,2.464,8500,2125,4114,10348.8,14462.8,8700,2175,9570,5288,200,-5088
JOIE,The Journal of Industrial Economics,J-Joint Owned,2900,1933,2417,2900,1933,2417,0,0,SSH,2750,0.409,0.4,300,3050,No,0,3050,13,0,3050,No direct competitors,0,3050,3050,3050,150,3100,3162,0.090344828,No,0,1779.833428,-1320.166572,0,0,0,3150,2100,2650,250,0.09,6-10%,Increase,Yes,3150,3150,2100,2650,37700,40950,25561.1619,45939.31547,1966.243223,3533.793498,0.1,14.3,28117.27809,0.086206897,0,0,14.3,50533.24702,24972.08512,,0.976954225,6.292,8.008,2851.839675,219.3722827,1380.290403,28298.61833,29678.90873,2814.315469,216.4858053,3095.747016,20378.15357,754,-19624.15357
